Q12_OTHER_TEXT,Q13_OTHER_TEXT,Q14_OTHER_TEXT,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q16_OTHER_TEXT,Q17_OTHER_TEXT,Q18_OTHER_TEXT,Q19_OTHER_TEXT,Q20_OTHER_TEXT,Q21_OTHER_TEXT,Q24_OTHER_TEXT,Q25_OTHER_TEXT,Q26_OTHER_TEXT,Q27_OTHER_TEXT,Q28_OTHER_TEXT,Q29_OTHER_TEXT,Q2_OTHER_TEXT,Q30_OTHER_TEXT,Q31_OTHER_TEXT,Q32_OTHER_TEXT,Q33_OTHER_TEXT,Q34_OTHER_TEXT,Q5_OTHER_TEXT,Q9_OTHER_TEXT
,UPGRAde,Jupiter,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R and Python, including GCP",,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure and Databricks,,,,,,,,,,,,,,Databricks,,,,,,
,,,,,,"Jupyter, Pycharm, csv, xml and json files",,,,,,,,,,,,skorch,,,,,,,,,
,,,,,,,aws,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,Other than that we use Anaconda and we have set up our own proprietary servers,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter, Spyder",,,,,,,,,,,,,,,,,,,,,
,Upgrad,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Power BI,,,,,,,,,,,,,,,,,,,,,,
,,,Google,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Jupyter Notebook",,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio and Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,Microsoft Power Bi,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,Ruby,,,,,,,,,,,,,,,,,
,,,,"Spss, r, python",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,"VS Code, Jupyterlab",,,,,,,,,,,,,,,,,,,,,
,,,,,,Nil,,,,,,,,,,,,,,,,,,,,,
,Great Learning,,,"R,Python",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter ,,,,Julia,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,both,,,,,,,,,,,,,,,,,,,,management consultant,
,,,,,,,,,,,,,,,,,,,,,,,,,,Researcher,
,,,Microsoft Excel,,,,,,,visual basic,,,,,,,,,,,,,,,,,
,,,,,,"Python, Pandas, Sklearn, Stats-models",,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio ,,,,,,,,,,,,,,,,,,,,,
,,Jupyter notebook,,,,,,Jupyter notebook,Jupyter notebook,,,,,,,,,,,,,,,,,,
,,,,,,,CoLab,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter notebook, python, pandas",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Python Jupyter,,,,,,,,,,,,,,,,,,,,
,,,,SAS ,,,,,,SAS ,,,,,,,,,,,,,,,,,
,Algoritma Data Science,,,,,Python,,,,,,,," K-NN, Support Vector Machine ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,development,,,,,,,,,,,,,,,,,,,,,
,In person course,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterNotebook,,,,,,,,,,,,,,,,,,,,,
,IBM cognitive AI,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,System Engineer,
Discord Channel,,,,,,JupyterLab,,NetBean,,,,,,,,,,,,,,,,,,,
,,,,,,Awe use only R-studio,,,,,,,,,,,,,,,,,,,,,
,Hyperion Development,,MS Access,,,,,,,,,,,,,,,,,,,,,,,Finance Administrator,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Python, AWS",,,,,,,,,,,,,,AWS sagmaker,,,,Athena,,
,,,,,,R ir jupy,,,,,,,,,,,,Mxnet,,,,,,,,,
,,,,,,"Jupyter, JupyterHub",,,,,,,,,,,,,,,,,,,,,
,,,"Microsoft Excel, Google sheets, sometimes i use matlab and now python for data cleaning and manipulation",,,,,,,,,,,,,,,,,,,,,,,ENG,
,,,,,,Jup,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python3,,,Jupyter-notebook,,,,,,,,,,,,,,,,,,
,,,,,,"JupyterLab, Google colab, Tableau",,,,,,,,,,,,,,,,,,,,,
,School,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
Scientific Publications,,,,,,JupyterLab,,,,,,pyLDAvis,,Latent Dirichlet Allocation,,,,,,,,,,,,,
,,,MS Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,HPCC Systems,HPCC Systems,,ECL,,,,,,,,,,,,,,,,retired,
,Great lakes,Jupyter ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,CFO,
,,,,,,Rstudio and Jupiter notebook  ,,,,,,,,,,,,,,,,,,,,,
,,,,,,"tensorflow, keras, cuda, pytorch",,,,,,,,,,,,,,,,,,,,Teaching,
,,,,"SAS,Pandas,Excel",,,,,,SAS,,,,,,,,,,,,,,,,,
,Codeacademy,Excel + Tableau,,,,,,,,,,,,,,,,,,,,,,,,,
,,,...,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Spyder, R, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,Insaid,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,Manager,
,,,,,,,Sap Cloud Analytics,,,,,,,,,,,,,,,,,,,,
Facebook,,,,,,Jupyter with Python,,,,,,,,,,,,,,,,,,,,,
,,,,,tableau for business intelliegnec ,,,,,,,,,,,,,,,,,,,,,,
,,,,primary,,,,,,sas,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, JupyterNotebook",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cognitiveclass.ai,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,self employed,
,,,,R,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,-,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Pandas, Numpy, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Spyder, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Both,,,,,,,,,,,,,Cloudera,,,,,,,,
Medium,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,R Markdown,,,Highcharter,,,,,,,,,,,,,,Support Engineer,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Excel, SQL, Hive, Python(Pandas, NumPy) and PySpark",,,,,,,,,,,,,,,,,,,,,,,,
,,python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,R studio,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,actuary,
,,,,,,R studio,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,Excel ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebooks,,,,,,,,,,,,,,,,,,,,,
,,"JupyterNotebook, Spyder",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,R and python ,,,,,,,,,,,,,,,,,,,,
,,Matlab,,,,,,,,,,,,,,,,,,,,Eeg signal,,,,,
,,,,,,VSCode,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Anconda, Spider, R studio",,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,C#,,,,,,,,,,,,,,,,,
,,,,,,q,,,,,,,,,,,,,,,,,,,kdb+,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visual Studio Code,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,I use both equally,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter lab,,,,,,,,,,,,,,,,,,,,,
,,python...,,,,,,,,,,,,,,,,,,,,,,,,,
ACM Webinars,,,,,,,"BigQuery, Azure Databricks & PySpark",,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
Me gusta ver videos de Youtube y también teorizar cosas.,,,,,,Notebook de Júpiter,,,,,,,,,,,,,,,,,,,,,Soy Mati de Argentina y quiero ver si el dataset tiene algún tipo de filtrado manual o demás que después comprometa el análisis de el mismo. Es decir evitar sensura matisyo
,,,,,,Analysis of data using data visualization and data extraction,,,,,,,,,,,,,,,,,,,,,
,NPTEL,Python and R,,,,,,IDLE,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,Not related to statistics,
,,,,,,,,,,,,,,,,,,,,,,,,,,Technical Support,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,"Excel, Google Sheets",,,,,,,PHP,,,,,,,,,Cloudflare,,,,,,,,
,,,,,,.,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Faculty,
,,,,SAS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Aws,,,,,,EMR spark cluster ,Word embedding models ,,,,,,,Aws emr,,,,,,
,,,,,,,aws,Intellij,,,,,,,,,,,,,,,,,,,
,,,,,,,"Scikit, Gcp & Aws",Intellij,,,,,,,,,,,,,,,,,,,
,,,Excel and python (Jupyter notebooks),,,,,,,C#,,Excel,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Quantitative Research Analyst,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio and Tableau,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,anakonda jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,R studio on AWS,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,Senior Engineer,
,,,,,,R,,,,,,,,,,,,,,,,,,,,Professor,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,R and paython ,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,Youtube,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,Jupyter notebook ,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Metabase, looker, periscope, airflow",,,Spark,,,,,,,,,,,REDSHIFT,,,,,,
,Open Learn,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS AI Services,H20,Anaconda,VBA,,,,,,,,,,,,,"Apache Spark Mlib, Apache MXNet","CNTK,  Azure Machine Learning SDK",,,
,,,,,,RStudio and sas and excel,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio & python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,Xcode,,,,,,,,,,,,,,,,,,Management,
,,,,,,,咯咯咯咯jojo拉拉咳咳咳,,,,,,,,,,,,,,,,,,,,
,,,,,MySQL and Sisense,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Python; PyTorch; Jupyter,,,,,,,,,,,,,,,,,,,NLP Engineer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter Notebooks (Python, R)",,,,,,,,,,,,,,,,,,,,,
,,,any streaming data,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
My google news feed has been trained to deliver relevant content,"Other University open content (e.g., Stanford)",,,,,"SAS, python, Excel, tableau (exploratory work and visual communication)",,Not sure if SAS enterprise guide counts...,,SAS,,,,,,,,,,,,,,,,,
udemy,,,,,,Jupiter notebook ,,,,,,,,,,,,,,,,,,,,petroleum engineer ,
,,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,To analyze,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,TABLEAU,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python based EDA,,,,,,,,,sklearn pipelines,,,,,,,,,,,,
,mlcourse.ai,,LibreOffice Calc,,,,,,,,,highcharts,,,,,,catboost,,,,,,,,,
,,,,,,"R, Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,"TF, Scikit-Learn",,,,,,"Kate, Google Colab",,,,,,,,,,,,,,,,,,,
,,,MS Excel,,,,,,,,,,,,,,,,,,,,,,,,
Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter ,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyternotebooks,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python ,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter, Zeppelin",,,,Scala,,,,,,,,,,,,,,,,,
,,,MySQL,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Models created to test data in excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPSS Modeler,,,,,,,,,,,,,,,RStudio cloud,,,,RStudio cloud,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,Exxel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter Notebook, Google Colab",,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,"GA,GTM",,,,,,,,,,google data studio,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Openclassrooms,SQL devloper/SQL express,,,,,,,,HTML/CSS,,,,,,,,,,,,,,,,,
,,"python,SAS",,,,,,jupyter,,,,,,,,,,,,,,,,,,,
,,,,,,,"JupyterLab, vim on remote cluster",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BigQuery,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab / Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio and Spyder,,,,,,,,,,,,,,,,,,,,,
,,,,,,I use pycharm,,,,,,,,,,,,,,,,,,,,,
NPTEL Course,NPTEL,,"Matlab, Excel, Python, Octave",,,,,,,,,,,RBF Network,,,,,,,,,,,,Teacher,
,,,python,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Spyder,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupiter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,colab,,,,,,,reinforce learning,,,,,,,,,,,,,
,,,MS Office Suite,,,,,,,,,,,,,,,,,,,,,,,,
,,,Custom Code Written in Python,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,Standard software development ,,Goland,,Golang,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rapidminer,,,,,,C#,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pluralsight,,,,,,AWS,,,,,,,,,,,,,,,,,,,UX Designer,
,,,Excel spreadsheet,,,,,,,,,,,,,,,,,,,,,,,,
,,python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Databricks,,Databricks,,,,,,,,,,,,,,,,,,
,,,etc,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter Notebook",,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio and Jupyter Notebooks,,,,C#,,,,,,,,,,,,,,,,,
,,,,,,By using numpy or scipy commands,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,Excel,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Google colab , jupyter notebook, pycharm, md office",,,,,,,,,,,,,,,,,,,,,
,,,EXCEL,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,Brackets,,,,,,,,,,,,,,,,,,,
,,,MS excel,,,,,,,,,,,,,,,,,,,,,,,,
,,watson,,,,,,,,,,,,,,,,,,,,,,,,,
"AnalyticsVidhya, SuperDataScience, Podcasts",,,,,,"JupyterLab, Notebook",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Python,,,,,,,,,,,,,,,,,,,,,,,
,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,BigQuery,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel and Google Sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Octave, Pandas",,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,pandas,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,EXCEL,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Juypternotebook, Spyder,Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,custom tools/java/scala/python,,,,,,,,scala,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,"JupyterLab, JupyterNotebooks",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter ,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,Eclipse,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, Pycharm",,,,,,,,,,,,,,,,AWS Redshift Spectrum,,,,,
,,,,,,"R, Python, Excel, SPSS",,IDLE,,SPSS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Salford Systems,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anaconda,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,"Additionally, we use JupyterLab, PowerBI, Tableau, GoogleColab, Google spreadsheets",,,,,,,,,,,,,,,,,Digital Ocean,,Digital Ocean,,,,,,
,,,,Na,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter in Anaconda,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterNotebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Simplilearn,,,,,,"Oracle Analytics Cloud, Autonomous Datawarehouse Cloud",,,,,,,,,,,,,,,,,,,,
,,,,,,"we will use Rstudio, JuoyterLab and Google earth engine for remote sensing",,,,,,,,,,,,,,,,,,,,,
,,,google sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"R, Python ",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,non-binary af,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,Dremio,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excell,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Python, tensorflow",,,,,,,,,,,,,,,,,,,,
Newsletters (e.g. ImportAI),,,,,,Jupyterlab/Notebooks with Python for EDA,,,,,,,,,Mostly Deep Learning Libraries & scikit learn. Also recently started using MLFlow for experiment tracking,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Engineer,
,,,,,,,AWS and GCP,,,,,,,,,,,,,,,,,,,,
,,,,,,Spyder,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,python,,,,,,,,,,,,,,,,,,,,,,,,,
,Fourrh labs,Google colab,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,Excel at the moment,,,,,,,,,,,,,,,,,,,,,,,Telecoms Engineer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebooks,,,,,,,,,,,,,,,,,,,,,
,,,custom software,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python,Jupiyter, bash, aws",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Anaconda, spyder",,,,"Scikit learn, tensorflow,",,,,,,,,,,,,,,,,,
,,,,,SAP,,,,,,,,,,,,,,,,,,,,,SAP BW Developer,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio and Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Octave, Phyton",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Supplemented by cloud based tools when necessary,,,,"For ETL pipelines / API integrations, I prefer Go / Golang.",,,,,,,,,,,,,,,,,
,,,,,,pycharm IDE,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Both mentioned in the option,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Not yet on a platform data science implementation, but am doing training to get there",,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter,Rstudio",,,,,,,,,,,,,,,,,,,,,
,,Anaconda,,,,,,,,,,"sklearn, pandas, numpy",,,,,,,,,,,,,,,
,,,,,,,oracle,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupyter notebook, python, rstudio and gedit",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"excel,google sheets",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Anaconda prompt, Jupyter notebook",,,,,,,,,,,,,,,,,,,,,
